NAME,LONGITUDE,LATITUDE,CATEGORY,STATE,Elevation,LC_Type2,FLD_ELEV,FLD_ZONE,CFLD_RISKS,RFLD_RISKS,HRCN_RISKS
WILLIAMSBURG SENIOR LIVING COMMUNITY,-91.13390132200001,30.4465061700001,NH,LA,20.0,9,48.91,AE,0.0,15.092477272071669,14.714257536305954
LACOUR HOUSE,-91.455029495,30.686798209000106,NH,LA,10.0,13,0.0,Nan,3.290640287707023,12.372592516249785,27.05072619509728
CYPRESS POINT NURSING AND REHABILITATION CENTER,-93.7045259179999,32.545736323,NH,LA,51.0,13,171.07,AO,0.0,41.13380478640034,5.8533669778985775
J. MICHAEL MORROW MEMORIAL NURSING HOME,-91.933544855,30.4133547860001,NH,LA,13.0,12,38.5,AO,6.1734080775242415,38.2961280729507,33.34655710444867
CHRISTWOOD,-90.1383134009999,30.4380686260001,NH,LA,10.0,8,0.0,Nan,9.949325665599897,0.0,45.030921426172696
FIDELIS SCOFIELD HOUSE LLC,-90.1657,30.0163000000001,NH,LA,6.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
"COURTYARD RETIREMENT & ASSISTED LIVING, INC.",-92.01110312899999,30.2778816750001,NH,LA,16.0,9,27.3,Nan,2.295308775529316,28.291765235529752,22.320083952722694
VILLA MARIA RETIREMENT CENTER,-93.229681622,30.1862646980001,NH,LA,9.0,13,20.38,VE,11.040993471829749,27.35662552336445,42.27678734831692
LEGACY NURSING AND REHABILITATION OF PLAQUEMINE,-91.244291071,30.262932779,NH,LA,13.0,12,21.88,Nan,7.972407658016557,4.381057729092117,33.453519142498216
CHATEAU TERREBONNE HEALTH CARE-SNF,-90.74580916199993,29.601961535,NH,LA,5.0,13,0.0,Nan,29.852340492931624,20.724367020756322,38.66551188829843
VILLA FELICIANA CHRONIC DISEASE HOSP & REHAB - SNF,-91.15880312,30.8353581310001,NH,LA,74.0,10,163.99,Nan,0.0,17.47804413836205,27.681311941383985
TOLEDO RETIREMENT AND REHABILITATION CENTER,-93.6447145079999,31.650029025,NH,LA,73.0,8,0.0,Nan,0.0,19.59374537229657,14.753359932594831
LAKEVIEW MANOR NURSING HOME,-91.464171603,30.686130671999997,NH,LA,12.0,13,0.0,Nan,3.290640287707023,12.372592516249785,27.05072619509728
SHADY LAKE NURSING HOME,-91.22508447699992,32.84681097,NH,LA,31.0,0,0.0,Nan,0.0,30.22382884614337,14.021303795509816
SOUTHERN OAKS NURSING & REHAB. CTR.,-93.76191096299999,32.4837113470001,NH,LA,63.0,13,192.01,AE,0.0,2.893149035023395,4.2576918697595385
ORMOND NURSING AND CARE CENTER,-90.3753601499999,29.966611615999998,NH,LA,6.0,9,0.0,Nan,11.557810575228547,34.23941084858488,38.43537332507688
"RIVERBEND NURSING AND REHABILITATION CENTER, INC.",-89.99928104700001,29.7275830660001,NH,LA,8.0,11,2.3,Nan,15.211932049348604,16.307478830724467,55.91716322244257
"MAISON DEVILLE NURSING HOME-HOUMA, INC.",-90.74468795699993,29.605422554,NH,LA,7.0,13,0.0,Nan,29.852340492931624,20.724367020756322,38.66551188829843
ALMOR PONDEROSA,-92.5376970679999,31.2782605100001,NH,LA,26.0,8,0.0,Nan,0.0,13.598252343444988,17.237975729167488
OLLIE STEELE BURDEN MANOR,-91.10220970700001,30.4139318630001,NH,LA,21.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
GARDENS AND GUARDIAN (THE),-93.24062940700001,30.16799329900001,NH,LA,10.0,9,20.38,VE,8.562901274565775,26.304743689539727,38.03563986638853
CENTER POINT HEALTH CARE AND REHAB,-91.09922871200001,30.3991786730001,NH,LA,27.0,13,48.91,AE,4.683618341358431,43.78690559462703,17.056833407514418
TOWN & COUNTRY HEALTH & REHAB,-93.3053014179999,32.616747036999996,NH,LA,78.0,8,216.73,AE,0.0,20.120222200613718,5.985519550735249
GOOD SAMARITAN REHAB & NURSING CENTER,-90.0814092689999,29.998125868000002,NH,LA,7.0,13,-3.25,Nan,8.343958570552468,5.352772818600205,48.629838482363844
ST AGNES HEALTHCARE AND REHAB CTR.,-91.90628246700001,30.29335553800011,NH,LA,8.0,10,16.51,AE,7.1765054597741065,17.98427070691713,25.667963831618824
"ROSEPINE RETIREMENT & REHAB CTR., LLC",-93.283151904,30.923759454000002,NH,LA,61.0,8,210.77,AE,0.0,19.017673882483727,8.994562587763694
LANE NSG HOME AN AFFILIATE OF LANE REG. MEDICAL CENTER-HOSP,-91.13758475200001,30.6486934500001,NH,LA,32.0,9,48.91,AE,1.342109706376448,36.0597918295161,17.127812392978708
COLFAX REUNION NURSING & REHAB CENTER,-92.68570721200001,31.5238077660001,NH,LA,29.0,10,119.24,Nan,0.0,15.859905831863275,11.706678161695278
GUEST HOUSE SKILLED NURSING AND REHABILITATION (THE),-93.804680955,32.399145656,NH,LA,67.0,13,192.01,AE,0.0,10.920878516653232,6.231464569808789
CHATEAU ST. JAMES REHAB AND RETIREMENT,-90.693572698,30.0392332690001,NH,LA,7.0,0,27.67,Nan,12.489779597836833,7.014565876885166,32.164654386470005
JO ELLEN SMITH CONVALESCENT CTR.,-90.007575819,29.9352776060001,NH,LA,8.0,13,-3.25,Nan,11.12164680338572,4.322002158817536,60.713441108109855
LADY OF THE OAKS RETIREMENT MANOR,-92.054782039,30.2235327440001,NH,LA,13.0,13,27.3,Nan,3.119697604834062,44.90580803081397,20.414386464543764
LULING LIVING CENTER,-90.372466671,29.9229361050001,NH,LA,8.0,9,0.0,Nan,13.699432394619276,14.430402365008565,32.79033548843337
BAYOU VISTA COMMUNITY CARE CENTER,-92.178304455,30.952473884,NH,LA,21.0,14,0.0,Nan,0.0,22.80578298102064,28.763208628135892
BAYSIDE HEALTHCARE CENTER,-90.030146485,29.865969765,NH,LA,9.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
REGENCY HOUSE OF ALEXANDRIA,-92.470155811,31.267805552,NH,LA,28.0,9,0.0,Nan,0.0,17.842021994388038,20.6330251161393
CORNERSTONE AT THE RANCH,-92.041929298,30.165814288000004,NH,LA,15.0,13,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
EASTRIDGE NURSING CENTER,-92.10918560100001,29.982376197000107,NH,LA,7.0,12,14.8,VE,13.454570157241928,35.263076804042065,39.41838624850438
THE COTTAGES AT THE GLEN,-93.71802847299988,32.3983857960001,NH,LA,45.0,9,192.01,AE,0.0,9.749948972906557,4.871328227947365
CEDAR CREST MEMORY CARE,-92.018059654,30.177106989000002,NH,LA,15.0,13,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
LAGNIAPPE HEALTHCARE,-91.89729549200001,32.7888526610001,NH,LA,37.0,8,99.26,Nan,0.0,20.550763649748248,7.613578939219877
GARDEN VIEW ASSISTED LIVING,-91.84032270599992,30.032033719,NH,LA,5.0,14,11.49,Nan,7.4489460666030896,25.19856321815044,28.23261914140743
OAK PARK VILLAGE OF SLIDELL,-89.731314155,30.289606585999998,NH,LA,6.0,13,0.0,Nan,8.657598280920746,0.0,58.53827285815657
SOUTHERN PINES RETIREMENT COMMUNITY/ THE MCLYNN,-90.86171397700001,30.47714045300011,NH,LA,13.0,9,42.22,Nan,5.4180584580879865,43.382456733142426,23.538076198199448
HERITAGE MANOR SOUTH,-93.81980083399999,32.3828818120001,NH,LA,54.0,13,192.01,AE,0.0,9.749948972906557,4.871328227947365
ASHTON MANOR ASSISTED LIVING & MEMORY CARE,-90.37616031999993,29.93192608300011,NH,LA,13.0,13,0.0,Nan,23.9699712709106,25.496877398357643,34.98160383153776
BROOKDALE BOSSIER CITY,-93.712744566,32.5602657540001,NH,LA,50.0,9,171.07,AO,0.0,26.955604969860172,4.854784109371863
HAVEN AT WINDERMERE 1 & 2 (THE),-91.076053429,30.3724213990001,NH,LA,18.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
RIVER OAKS ESTATE,-91.1076108829999,30.564113596,NH,LA,25.0,9,48.91,AE,1.472022639954271,37.42524328397449,13.757131085291974
AVALON PLACE,-92.06840518,32.576099684,NH,LA,27.0,9,77.23,Nan,0.0,16.46798811236452,4.8989324226677065
CARRINGTON PLACE OF SPRINGHILL,-93.459965629,33.0041970090001,NH,LA,65.0,9,216.73,AE,0.0,22.12991354219329,7.264618052988883
ZACHARY MANOR NURSING & REHAB. CENTER,-91.13907223,30.650586503000106,NH,LA,24.0,9,48.91,AE,1.342109706376448,36.0597918295161,17.127812392978708
TIOGA COMMUNITY CARE CENTER,-92.43878239600001,31.3921570970001,NH,LA,51.0,9,0.0,Nan,0.0,11.541466837353056,16.055911942082854
GUEST HOUSE NURSING AND REHABILITATION,-92.16302104100001,32.5032899670001,NH,LA,26.0,13,77.23,Nan,0.0,10.498453920269533,4.4759677302029335
"RAYVILLE NURSING & REHAB CTR, INC.",-91.74841080600001,32.461198161,NH,LA,20.0,12,80.4,Nan,0.0,45.230934479263446,10.496680856658372
ROSEWOOD NURSING CENTER,-93.21454533199993,30.2089410950001,NH,LA,12.0,13,20.38,VE,6.516422317710867,0.0,40.08918073478955
EUNICE MANOR,-92.3753850589999,30.496162556999998,NH,LA,11.0,12,38.5,AO,0.695982207836753,33.59814629134603,28.282375784332682
SOUTHWIND SENIOR LIVING SUITES,-92.36091420700001,30.222195635,NH,LA,9.0,12,23.85,AH,6.005764909661592,32.76835814306009,33.63312718293652
NORTHRIDGE CARE CENTER,-91.1596087309999,30.593385433,NH,LA,28.0,9,48.91,AE,0.889336713303611,33.0338344890298,14.493991847438695
SENIOR VILLAGE NURSING AND REHABILITATION CENTER,-92.083858241,30.479280035,NH,LA,16.0,9,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
PLANTATION OAKS NURSING & REHAB CENTER,-91.65632681700001,31.9757749140001,NH,LA,17.0,13,68.11,Nan,0.0,38.65147229521129,13.440254838805732
CAMELOT PLACE,-92.34439700899999,30.231626782,NH,LA,11.0,12,23.85,AH,6.005764909661592,32.76835814306009,33.63312718293652
CARE CENTER (THE),-91.06051915200001,30.45781549,NH,LA,21.0,13,48.91,AE,0.165252672866683,33.34653747586865,13.486146198196444
LEGACY NURSING AND REHABILITATION OF WINNSBORO,-91.73295332299988,32.167275681999996,NH,LA,18.0,12,68.11,Nan,0.0,43.317201779705705,13.451116345846
WYNHOVEN HEALTH CARE CENTER,-90.096503758,29.891148425999997,NH,LA,7.0,13,-0.67,Nan,13.41029025120117,15.62889079229943,46.83024313773979
SOUTHEAST LOUISIANA WAR VETERANS HOME,-90.573639024,30.0787012430001,NH,LA,8.0,9,26.1,VE,13.207037684815779,6.422810819077037,44.8101668303034
RIVER OAKS RETIREMENT MANOR,-91.992107811,30.223250759000106,NH,LA,8.0,9,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
GRAND COVE NURSING & REHAB. CENTER,-93.24665678,30.173530295,NH,LA,6.0,13,20.38,VE,8.562901274565775,26.304743689539727,38.03563986638853
BROOKDALE MANDEVILLE,-90.091114225,30.3883136810001,NH,LA,10.0,13,0.0,Nan,8.71899283355019,2.1413769643929492,55.52150713099062
CARRIAGE HOUSE AT THE VERANDAH,-93.2848426469999,30.1526322330001,NH,LA,14.0,9,20.38,VE,8.562901274565775,26.304743689539727,38.03563986638853
"JOHN J. HAINKEL, JR. HOME & REHABILITATION CENTER",-90.12576126499992,29.921891882000107,NH,LA,13.0,13,-3.25,Nan,6.550127258693173,2.871390592031775,38.78204874279832
HERITAGE HEALTHCARE - HAMMOND,-90.48569236200001,30.48710264,NH,LA,11.0,13,74.6,VE,0.33854088924916104,26.83676337996565,32.092742906857865
THE CLAIBORNE AT THIBODAUX,-90.866,29.7862000000001,NH,LA,11.0,12,0.0,Nan,13.328282337683987,6.72896486912086,29.257958961343395
OUR LADY OF WISDOM HEALTH CARE CENTER,-89.9950202429999,29.9099242560001,NH,LA,8.0,13,-3.25,Nan,11.818957030956984,6.331919789611518,68.34118651817185
STONEBRIDGE PLACE,-93.37883479,30.2264311160001,NH,LA,7.0,13,20.38,VE,6.489008688314358,21.930393848584245,31.33266301784429
THE ATRIUM ASSISTED LIVING,-90.211942795,30.003901514000106,NH,LA,13.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
WOODS HAVEN SENIOR CITIZENS HOME,-92.4082574239999,31.514602552,NH,LA,59.0,8,119.24,Nan,0.0,9.496914518911193,10.642035836897557
VERMILION HEALTH CARE CENTER,-92.2085015759999,29.99915093200011,NH,LA,11.0,12,14.8,VE,12.902745062236633,37.915975532717795,40.58602749576004
TWIN OAKS NURSING HOME,-90.4984931289999,30.070630855,NH,LA,11.0,13,26.1,VE,8.259845598644361,0.224501081715696,32.036869764612696
THIBODAUX HEALTHCARE CENTER,-90.82287565,29.806674538000003,NH,LA,10.0,13,0.0,Nan,11.629721818519592,3.0080196668275536,36.18272466718089
ST FRANCES NURSING & REHAB. CENTER,-92.77474594200001,30.627070485,NH,LA,27.0,9,92.79,AE,0.1876127928030981,20.99541629995781,21.852205363865
ST LUKES LIVING CENTER,-89.994222457,29.910129361,NH,LA,8.0,13,-3.25,Nan,11.818957030956984,6.331919789611518,68.34118651817185
MATTHEWS MEMORIAL HEALTH CARE CENTER,-92.484135024,31.273584594000106,NH,LA,31.0,13,0.0,Nan,0.0,15.237213885086465,20.965623877357586
BROOKDALE ALEXANDRIA,-92.490266315,31.291467034,NH,LA,20.0,13,0.0,Nan,0.0,11.116354112203211,18.77691625167057
GOLDEN AGE HEALTHCARE AND REHABILITATION CENTER,-90.9460999999999,30.460318722000107,NH,LA,17.0,9,42.22,Nan,5.4180584580879865,43.382456733142426,23.538076198199448
SAVANNAH GRAND OF WEST MONROE,-92.16632918499992,32.5176213240001,NH,LA,29.0,13,77.23,Nan,0.0,16.46798811236452,4.8989324226677065
JEFFERSON HEALTHCARE CENTER,-90.151472929,29.962442809000002,NH,LA,9.0,13,-0.67,Nan,10.482288925319377,9.236338220644383,29.35493528349016
ASCENSION OAKS NURSING & REHAB CENTER,-90.9269755239999,30.232335775,NH,LA,9.0,13,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
ST JUDES NURSING HOME,-90.09199836100001,29.927270413000002,NH,LA,13.0,13,-3.25,Nan,10.622032790675707,7.749819941063375,72.00333868907573
LEGACY NURSING AND REHABILITATION OF MORGAN CITY,-91.17904246299999,29.6971841000001,NH,LA,14.0,13,8.77,Nan,16.941848882876087,36.787965363512996,43.230027824452584
"WOODLEIGH OF BATON ROUGE, THE",-91.02730582299988,30.451270974000106,NH,LA,16.0,13,48.91,AE,1.218337996631137,46.95717444855608,16.100567864219176
RIVIERE DE SOLEIL COMMUNITY CARE CENTER,-92.05769701,31.090422518,NH,LA,29.0,10,0.0,Nan,0.0,27.158844703138328,24.718268363966928
MARRERO HEALTHCARE CENTER,-90.104723081,29.883470653000106,NH,LA,12.0,13,-0.67,Nan,9.711020299431764,9.675829809539074,28.524924519009762
FERNCREST MANOR LIVING CENTER,-89.948364133,30.0712138050001,NH,LA,11.0,9,-3.25,Nan,11.357771919721026,7.7141792239443125,56.77630675418871
GREENBRIAR COMMUNITY CARE CENTER,-89.75799315599991,30.30010330300011,NH,LA,14.0,13,0.0,Nan,8.651361181639603,0.0,67.70396062027281
ANDERSON MEMORY CARE LLC,-89.74226441299999,30.313022209000106,NH,LA,17.0,9,0.0,Nan,5.5460461098645775,0.0,55.73974857299292
AZALEA ESTATES OF GONZALES,-90.904598425,30.214122349,NH,LA,13.0,9,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
CHATEAU DE NOTRE DAME ASSISTED LIVING,-90.11413838999992,29.9581230590001,NH,LA,7.0,13,-3.25,Nan,8.636238193164914,5.324279748512428,48.00566051056239
"JEFF DAVIS LIVING CENTER, LLC",-92.65446794,30.235087276999998,NH,LA,12.0,14,17.33,VE,6.3890189734913365,26.564450410540967,26.41615939376775
WHITE OAK POST ACUTE CARE,-91.05603215199993,30.42607049,NH,LA,29.0,13,48.91,AE,0.0,19.08952793382552,16.478008030585304
SAVANNAH COURT OF BASTROP,-91.89097218399999,32.7888313550001,NH,LA,47.0,8,99.26,Nan,0.0,20.550763649748248,7.613578939219877
SAVANNAH GRAND OF BOSSIER CITY,-93.6684257759999,32.532968551000096,NH,LA,52.0,9,171.07,AO,0.0,26.955604969860172,4.854784109371863
AUDUBON HEALTH AND REHAB,-90.81005473299999,29.780866395,NH,LA,10.0,9,0.0,Nan,10.475895357190495,5.152284188216268,33.30201376066925
TRI-COMMUNITY NURSING CENTER,-91.9469041579999,30.6993811560001,NH,LA,9.0,12,38.5,AO,4.845292263407912,46.04358366809449,32.21216856991495
"ST FRANCISVILLE COUNTRY MANOR, LLC",-91.311641424,30.841132493000003,NH,LA,72.0,9,0.0,Nan,0.0,12.578449678778858,25.238819190637628
RIVERVIEW CARE CENTER,-93.66905805499992,32.4626752570001,NH,LA,50.0,13,171.07,AO,0.0,43.30221289769926,4.7920195106960595
ROSEVIEW NURSING & REHABILITATION CENTER,-93.77202961599993,32.478617373000105,NH,LA,70.0,13,192.01,AE,0.0,17.433922099781153,5.5159395822739015
MANY HEALTHCARE NORTH,-93.4689908559999,31.573884254000106,NH,LA,96.0,8,0.0,Nan,0.0,23.184762162991532,15.455754699840686
COLUMNS COMMUNITY CARE CENTER (THE),-91.843799145,31.622797381999998,NH,LA,16.0,14,0.0,Nan,0.0,19.172426872815524,17.142705797608162
CHATEAU D'VILLE REHAB AND RETIREMENT,-90.997659223,30.0941924360001,NH,LA,9.0,13,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
AZALEA ESTATES OF SHREVEPORT,-93.71202280599992,32.4014746020001,NH,LA,47.0,9,192.01,AE,0.0,14.127630724259207,5.685048253853611
ST. JOSEPH ASSISTED LIVING CENTER,-92.0796381759999,32.541637855,NH,LA,30.0,13,77.23,Nan,0.0,23.468944335457245,3.911182545265009
"JEFFERSON MANOR NURSING & REHAB CTR, LLC",-91.0735804989999,30.41034988100009,NH,LA,14.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
MAISON DEVILLE NURSING HOME OF HARVEY,-90.074322944,29.904558664,NH,LA,7.0,13,-0.67,Nan,11.046082768682568,3.105640188236739,35.91602711486049
NEW IBERIA MANOR NORTH,-91.8240407059999,30.030592477,NH,LA,7.0,13,11.49,Nan,7.4489460666030896,25.19856321815044,28.23261914140743
A & D ADULT RESIDENTIAL CARE - WESTBANK,-90.0283923329999,29.92038254,NH,LA,9.0,9,-3.25,Nan,8.361477144417425,4.793527290783027,46.84787070548999
ACADEMY HOUSE,-90.21274722,30.0173577310001,NH,LA,9.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
BEAU MAISON,-90.17306530199993,30.006809432000107,NH,LA,9.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
BEEHIVE HOMES OF YOUNGSVILLE,-91.99179208299999,30.105678584,NH,LA,8.0,12,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
CAMELOT COMMUNITY CARE,-90.45632427299999,30.450595763000003,NH,LA,7.0,9,74.6,VE,3.076196035610423,33.710544989938924,30.910263965911607
COLONIAL MANOR NURSING AND REHABILITATION HOME,-91.751610964,32.469328035,NH,LA,26.0,14,80.4,Nan,0.0,45.230934479263446,10.496680856658372
ELLINGTON (THE),-92.267372,30.224832,NH,LA,9.0,14,23.85,AH,6.005764909661592,32.76835814306009,33.63312718293652
FIDELIS CARE I,-90.131050379,30.007598655,NH,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
FIDELIS CARE II,-90.200226023,30.013327719000106,NH,LA,7.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
FIDELIS CARE III,-91.057841787,30.437815277,NH,LA,31.0,13,48.91,AE,0.165252672866683,33.34653747586865,13.486146198196444
FIDELIS CARE IV,-90.213251,30.0218110000001,NH,LA,9.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
"FIDELIS CARE V, LLC",-90.986678377,30.392747693,NH,LA,18.0,8,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
FIDELIS JANICE HOUSE LLC,-90.22424926,30.019991357,NH,LA,15.0,13,-0.67,Nan,10.569648274065235,14.941124996620305,30.24652661835561
FIDELIS NORTHSHORE I,-90.05750844299999,30.39711721,NH,LA,15.0,9,0.0,Nan,5.365553360721433,0.0,50.82024679919611
FIDELIS NORTHSHORE II,-90.04347851899998,30.382348076,NH,LA,11.0,9,0.0,Nan,2.115026318705929,0.0,35.67041029909861
FIDELIS WHITE ROAD,-90.91460428200001,30.511475563,NH,LA,18.0,9,42.22,Nan,5.4180584580879865,43.382456733142426,23.538076198199448
FRANCOIS BEND,-90.9193701629999,30.228009871999998,NH,LA,15.0,13,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
GARDEN VIEW OF BATON ROUGE,-91.014368406,30.42366141600009,NH,LA,25.0,9,48.91,AE,2.027442076104714,32.10368282740219,13.127284888502095
HARVARD HOUSE,-90.19272782699993,30.0132811490001,NH,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
HENICAN HOUSE,-90.204009589,30.0096308440001,NH,LA,11.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
HERITAGE MANOR OF VILLE PLATTE,-92.30641848299999,30.6967567040001,NH,LA,13.0,13,60.12,AE,0.112674305827423,20.005546499489967,30.85848273588559
HONEYSUCKLE HOUSE,-90.03283903499991,29.894298125,NH,LA,8.0,13,-0.67,Nan,13.802974319152668,13.516396066124608,35.92396260064531
HOUSE OF DESTINY,-91.164607734,30.46453479900001,NH,LA,26.0,13,48.91,AE,0.316644398439294,0.0,14.464973906403367
HUMMINGBIRD GROUP HOME,-90.02337033,30.347175179,NH,LA,15.0,8,0.0,Nan,3.9547932696792754,1.4462511992068894,41.79260911630579
LANDMARK OF PLAQUEMINE,-91.245236547,30.26203265700011,NH,LA,13.0,12,21.88,Nan,7.972407658016557,4.381057729092117,33.453519142498216
LAKE VILLA HOUSE,-90.17842271399999,30.014272897000108,NH,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
"LAKETOWNE VILLAGE, RESIDENTIAL CARE & MEMORY CARE",-90.2454885289999,30.037352354000106,NH,LA,10.0,13,-0.67,Nan,14.378549448194232,20.44386070222735,37.732016458056094
LANDMARK NURSING CENTER HAMMOND,-90.46121852200001,30.4656640200001,NH,LA,12.0,9,74.6,VE,3.076196035610423,33.710544989938924,30.910263965911607
MAISON DE FLEUR ASSISTED LIVING,-90.965997816,30.4610684030001,NH,LA,21.0,13,42.22,Nan,2.572688957886227,53.701617851322915,24.165832317581664
OAK PARK VILLAGE AT HAMMOND,-90.447987,30.4937120000001,NH,LA,9.0,8,74.6,VE,3.076196035610423,33.710544989938924,30.910263965911607
"OCHSNER MEDICAL CENTER, SKILLED NURSING FACILITY",-90.15291509299999,29.962366683000003,NH,LA,9.0,13,-0.67,Nan,10.482288925319377,9.236338220644383,29.35493528349016
OUR HOUSE FOR RESPITE,-91.244687719,30.27557964300011,NH,LA,13.0,13,21.88,Nan,7.972407658016557,4.381057729092117,33.453519142498216
OUR HOUSE FOR RESPITE INC.,-91.0888350289999,30.423664842000107,NH,LA,18.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
PERISTYLE LAKE LOUISE,-90.18166736299999,30.0181039240001,NH,LA,12.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
PERISTYLE METAIRIE HEIGHTS LLC,-90.148784742,29.9994210740001,NH,LA,10.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
PERISTYLE RICHLAND LLC,-90.174536465,30.007405535,NH,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
RIVER FOREST HOME,-90.13854731200001,30.48603189800011,NH,LA,11.0,8,0.0,Nan,8.71899283355019,2.1413769643929492,55.52150713099062
SAVANNAH AT THE OAKS,-93.705260494,32.4043524730001,NH,LA,55.0,9,192.01,AE,0.0,14.127630724259207,5.685048253853611
SCHOUEST HOUSE,-90.221215794,30.016500206,NH,LA,11.0,13,-0.67,Nan,9.63016094146517,13.655455417486525,26.39974157057032
SERENITY SENIOR RESIDENCE 2,-90.139872256,30.0027910250001,NH,LA,11.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
SHEKINAH GLORY,-91.15250123,30.4444906640001,NH,LA,15.0,13,48.91,AE,0.3046141947783889,23.79041013850945,17.629859096231012
SOUTH LAFOURCHE NURSING & REHAB,-90.3415012139999,29.5502250490001,NH,LA,4.0,9,0.0,Nan,18.308648014488558,9.651210502583957,35.49700636785246
SPRING LAKE SKILLED NURSING AND REHABILITATION,-93.73913201,32.4231225870001,NH,LA,66.0,13,192.01,AE,0.0,9.749948972906557,4.871328227947365
THE GABLES AT SPRINGLAKE,-93.7395811329999,32.4228667950001,NH,LA,66.0,13,192.01,AE,0.0,9.749948972906557,4.871328227947365
THE GARDENS AT GEORGIA TUCKER,-92.1217570489999,32.5127652520001,NH,LA,33.0,13,77.23,Nan,0.0,24.71147968766232,5.490926102164801
THE VILLAGE AT ST. BERNARD,-89.857528725,29.871214835,NH,LA,7.0,9,0.96,Nan,8.278295669445978,14.711280190132644,39.920287954135006
TRANQUIL LIVING,-90.09356605100001,29.885633388000002,NH,LA,7.0,13,-0.67,Nan,13.41029025120117,15.62889079229943,46.83024313773979
"TRANQUIL LIVING II, LLC",-90.0974725459999,29.900015909,NH,LA,11.0,13,-0.67,Nan,9.548555279321167,6.806375847074897,26.811170331329645
TRINITY HOUSE,-90.066674673,29.969251082,NH,LA,20.0,13,-3.25,Nan,7.017390394260335,4.76487265971612,39.837421647815816
"WESTBANK LIGHTHOUSE, L.L.C.",-90.01271631200001,29.935403895,NH,LA,8.0,13,-3.25,Nan,11.12164680338572,4.322002158817536,60.713441108109855
WOMENS COMMUNITY REHABILITATION CENTER (WCRC),-91.186155,30.4398279100001,NH,LA,18.0,13,48.91,AE,2.9293628091032167,18.647237243021017,14.174917804460726
"WOODLANDS HEALTHCARE CENTER, LLC (THE)",-93.27216061699993,31.1609511290001,NH,LA,88.0,8,210.77,AE,0.0,27.210309050856925,8.414634611465452
WREN WAY TRANSITIONAL HOUSING (MALES),-90.021941,30.3467000000001,NH,LA,15.0,8,0.0,Nan,3.9547932696792754,1.4462511992068894,41.79260911630579
MAGNOLIA BROOK ON SIEGEN LANE,-91.07732519699994,30.364371271,NH,LA,15.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
ST. MICHAELS ASSISTED LIVING,-90.1873595389999,29.97867682,NH,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
AVANTI SENIOR LIVING AT LAFAYETTE,-92.02003594799999,30.13617561400001,NH,LA,9.0,9,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
OLD METAIRIE GARDENS II,-90.12607250199993,29.987050978000106,NH,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
POINTE COUPEE HEALTHCARE,-91.4549277529999,30.686925417000108,NH,LA,10.0,0,0.0,Nan,3.290640287707023,12.372592516249785,27.05072619509728
OUR LADY OF PROMPT SUCCOR NURSING FACILITY,-92.070160613,30.541509143000003,NH,LA,17.0,14,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
"RIVER PALMS NURSING & REHAB, LLC",-90.00011625299999,29.900344302000107,NH,LA,7.0,13,-3.25,Nan,10.461843625721482,7.071353744671353,56.50486897354757
